iter	RMSE
224	1.103258194
225	1.100915787
226	1.099623289
227	1.098779547
228	1.097345354
229	1.09656949
230	1.095107404
231	1.093878974
232	1.0931504
233	1.092293958
234	1.091215554
235	1.089877866
236	1.089441697
237	1.088537682
238	1.087190022
239	1.085859318
240	1.085356377
241	1.084174999
242	1.082723242
243	1.08177469
244	1.080956244
245	1.079864424
246	1.079386478
247	1.077679484
248	1.076265535
249	1.075769747
250	1.07453533
251	1.073236675
252	1.071621083
253	1.071201263
254	1.070128477
255	1.069759034
256	1.069310456
257	1.068893547
258	1.067590781
259	1.066998775
260	1.066024179
261	1.064628247
262	1.063771094
263	1.062816213
264	1.061780815
265	1.060897409
266	1.05972455
267	1.058519247
268	1.05740163
269	1.056122016
270	1.055691938
271	1.054538284
272	1.054476069
273	1.053434026
274	1.052381765
275	1.051568937
276	1.050598343
277	1.049557061
278	1.048504968
279	1.046411427
280	1.045586985
281	1.044296035
282	1.042393092
283	1.041450092
284	1.040313635
285	1.039152227
286	1.038408248
287	1.037139384
288	1.034986024
289	1.034146156
290	1.033527331
291	1.033374573
292	1.032008493
293	1.03039621
294	1.029046139
295	1.027400519
296	1.02654519
297	1.025003929
298	1.023724956
299	1.023558191
300	1.022760298
301	1.021156924
302	1.020267706
303	1.01945377
304	1.018154906
305	1.016671415
306	1.016247145
307	1.014869794
308	1.013628487
309	1.012647302
310	1.011382444
311	1.009893731
312	1.009491213
313	1.008395031
314	1.007588757
315	1.006317482
316	1.005261503
317	1.004312467
318	1.003102807
319	1.002701303
320	1.001884163
321	1.000693482
322	0.9998806473
323	0.9982578418
324	0.9974977316
325	0.9962774501
326	0.9952574995
327	0.9938257269
328	0.9930877035
329	0.9925379591
330	0.9913068228
331	0.9901251218
332	0.9889363439
333	0.9879149979
334	0.9861671086
335	0.9845163328
336	0.983402995
337	0.9822627195
338	0.9815865788
339	0.9806963354
340	0.9798142754
341	0.97879676
342	0.9776500193
343	0.9765230179
344	0.9750561658
345	0.9742863971
346	0.9732021303
347	0.9716290613
348	0.9706479559
349	0.9697678834
350	0.9684495815
351	0.9677097717
352	0.9667620033
353	0.9659554444
354	0.9649979247
355	0.9634315596
356	0.9631470188
357	0.9616529483
358	0.960523235
359	0.9594570464
360	0.9587207071
361	0.957969487
362	0.9567080768
363	0.9554570833
364	0.9546934227
365	0.9539791697
366	0.9529792026
367	0.9526421771
368	0.9516547926
369	0.9509328314
370	0.9501972714
371	0.9500693817
372	0.9492787295
373	0.9485944636
374	0.947745117
375	0.9470839024
376	0.9463696164
377	0.9454636509
378	0.9444382334
379	0.9427618724
380	0.9415321808
381	0.9408668299
382	0.9393663408
383	0.9377814114
384	0.9367198871
385	0.9358609874
386	0.9351966911
387	0.9344430509
388	0.933593279
389	0.9329238355
390	0.932303368
391	0.9305902038
392	0.9297743643
393	0.9288965372
394	0.9277541849
395	0.9265564546
396	0.9254609534
397	0.9249594508
398	0.9241497271
399	0.9234765009
400	0.9227330405
401	0.9219502109
402	0.9210940056
403	0.9196745393
404	0.9188425142
405	0.9185621574
406	0.9172652187
407	0.9164227181
408	0.9154946625
409	0.9146206049
410	0.9137594114
411	0.9134227799
412	0.9130105049
413	0.9127010312
414	0.9110722061
415	0.910182455
416	0.9091979633
417	0.9085412859
418	0.9081477929
419	0.9070589058
420	0.9066832832
421	0.9060828722
422	0.9051992737
423	0.9048577053
424	0.903759373
425	0.9028508903
426	0.9021662282
427	0.9009578882
428	0.9002956119
429	0.9000449796
430	0.8986490476
431	0.8983240767
432	0.8974836031
433	0.896782796
434	0.8958075227
435	0.8942337059
436	0.8928553774
437	0.8918499599
438	0.8908538067
439	0.8894707733
440	0.8886379313
441	0.8873710984
442	0.8865305488
443	0.8856901335
444	0.8851774046
445	0.8845680465
446	0.8835113309
447	0.8820680584
448	0.8813399227
449	0.8806952005
450	0.8799872556
451	0.8792025151
452	0.8781927853
453	0.877573531
454	0.8763245793
455	0.8753567158
456	0.8747873515
457	0.8740022567
458	0.8733771088
459	0.872940272
460	0.8718603295
461	0.8714925468
462	0.870851588
463	0.8702307379
464	0.8697029198
465	0.8696038121
466	0.869237294
467	0.8684513124
468	0.8670625868
469	0.8664805548
470	0.865931129
471	0.8645323585
472	0.8640350321
473	0.8631644268
474	0.8623243986
475	0.8612111756
476	0.8607998306
477	0.8604940255
478	0.859472648
479	0.8581973276
480	0.8569924118
481	0.8567107559
482	0.8558825923
483	0.8550060653
484	0.8541472544
485	0.853630904
486	0.8529282673
487	0.8520466581
488	0.851420336
489	0.8511331785
490	0.8505278366
491	0.8501396844
492	0.8497348003
493	0.8489279182
494	0.8484805902
495	0.8476051524
496	0.8471108606
497	0.8468388408
498	0.8465144818
499	0.8457666675
500	0.8453640027
501	0.8443963177
502	0.8440395499
503	0.8431524427
504	0.8428009062
505	0.8421850149
506	0.8414761054
507	0.8409932715
508	0.8403487451
509	0.8397929394
510	0.839013917
511	0.838654798
512	0.8379471415
513	0.8374274858
514	0.8368558323
515	0.8364872635
516	0.8360325392
517	0.8357326987
518	0.8354511385
519	0.83511925
520	0.834432468
521	0.8335657624
522	0.8327917126
523	0.8320846946
524	0.8312707575
525	0.8305792103
526	0.8298141121
527	0.8294966598
528	0.8290990432
529	0.8280606995
530	0.8272826283
531	0.8265475623
532	0.8260999119
533	0.8258048078
534	0.8249620831
535	0.8240741554
536	0.8237171534
537	0.8230841371
538	0.8228071915
539	0.8220685301
540	0.8214341556
541	0.8206047969
542	0.8197903966
543	0.8195334242
544	0.8193380574
545	0.8184448213
546	0.8178899235
547	0.8173922744
548	0.8166224688
549	0.8161124429
550	0.8156201764
551	0.8151804804
552	0.8143382939
553	0.8140228924
554	0.8139665091
555	0.8134233584
556	0.8128360998
557	0.8120790342
558	0.8112393667
559	0.8106091101
560	0.8097696002
561	0.8094340186
562	0.8087448294
563	0.8084294803
564	0.808063164
565	0.8074283202
566	0.8068655081
567	0.8059045117
568	0.8055099421
569	0.805175583
570	0.8047974176
571	0.8042382971
572	0.8039419347
573	0.8034979022
574	0.8029234679
575	0.8028466743
576	0.8021785862
577	0.8017339833
578	0.8014861486
579	0.8005442019
580	0.8001882455
581	0.799507482
582	0.7992387404
583	0.7987116022
584	0.7983696625
585	0.7976161312
586	0.7971109114
587	0.7963772415
588	0.7957566402
589	0.7951344768
590	0.7943138933
591	0.7940750136
592	0.7937565748
593	0.7930374667
594	0.7924506773
595	0.7922101154
596	0.7919307456
597	0.7913085912
598	0.7909974364
599	0.7906775394
600	0.789663847
601	0.7888193771
602	0.7885033054
603	0.7876830599
604	0.7873896428
605	0.7870741877
606	0.7868946359
607	0.7860073759
608	0.7857282922
609	0.7851255274
610	0.7848436867
611	0.7847987289
612	0.7844994578
613	0.7840863415
614	0.7836896857
615	0.7832743094
616	0.7831799834
617	0.7825622871
618	0.7818686624
619	0.7813451484
620	0.7807641737
621	0.7802278546
622	0.7795060803
623	0.7792813863
624	0.779065235
625	0.7779572968
626	0.7774896747
627	0.7772555106
628	0.7765666542
629	0.7763282629
630	0.7757188395
631	0.7750865226
632	0.7745231354
633	0.7737488496
634	0.7734348379
635	0.7731908908
636	0.7727424729
637	0.7723163334
638	0.7717575471
639	0.7713528375
640	0.7706533034
641	0.7700552726
642	0.7694648573
643	0.7688244431
644	0.7679145833
645	0.767855558
646	0.767717752
647	0.7667760012
648	0.7661094972
649	0.7654475172
650	0.764519387
651	0.7637910795
652	0.7635950937
653	0.763266948
654	0.7629381654
655	0.7620025226
656	0.7613296066
657	0.760934744
658	0.7606324753
659	0.7601032943
660	0.7598479276
661	0.7592822788
662	0.7591558798
663	0.7581497633
664	0.7579869189
665	0.7574879708
666	0.7568615971
667	0.7560451224
668	0.7557005213
669	0.7553163384
670	0.7550653037
671	0.7544770329
672	0.75424673
673	0.7538368897
674	0.7534116793
675	0.7532733992
676	0.7524233182
677	0.7521478305
678	0.7515469522
679	0.7511487316
680	0.7508655579
681	0.7506900226
682	0.7503010718
683	0.7496104746
684	0.7489664914
685	0.7485254776
686	0.7484152307
687	0.748050103
688	0.7471581624
689	0.7466458084
690	0.7460439832
691	0.7457253415
692	0.7452490439
693	0.7448736509
694	0.7445538623
695	0.7439555454
696	0.7429428384
697	0.7427142637
698	0.7423124438
699	0.7415665136
700	0.740771011
701	0.7402224122
702	0.7400584772
703	0.7394689118
704	0.7388121463
705	0.7385046655
706	0.7383668345
707	0.7380955471
708	0.7380519882
709	0.7379183174
710	0.7378265933
711	0.7371918435
712	0.7368335814
713	0.7364602897
714	0.7361692437
715	0.7356722719
716	0.7353950939
717	0.7351300352
718	0.7344183304
719	0.7338257049
720	0.7337237116
721	0.7332850221
722	0.7329991036
723	0.7321736437
724	0.7317292986
725	0.7310013924
726	0.73088052
727	0.7304850043
728	0.7297776252
729	0.7296328429
730	0.7295838567
731	0.7289838762
732	0.7285199819
733	0.7278550525
734	0.7274852252
735	0.7274195741
736	0.7266532818
737	0.7262430194
738	0.7256509843
739	0.7254006187
740	0.7250311129
741	0.7249847521
742	0.7244767802
743	0.7239769237
744	0.7234844251
745	0.723446001
746	0.7232203664
747	0.7227832709
748	0.722223882
749	0.7218920618
750	0.7212885574
751	0.7206926125
752	0.720238239
753	0.7200740154
754	0.7198178495
755	0.7194499441
756	0.7191182196
757	0.7189045267
758	0.7187077625
759	0.7184323312
760	0.7177265266
761	0.7173532894
762	0.71696425
763	0.7167542024
764	0.7159333502
765	0.7157766043
766	0.715540105
767	0.7150231156
768	0.7144576699
769	0.7142062146
770	0.7132085827
771	0.7129726419
772	0.7123262884
773	0.7119674793
774	0.7104352922
775	0.7100458305
776	0.7099078704
777	0.7095602737
778	0.7090984128
779	0.7081612652
780	0.7075478977
781	0.7072087687
782	0.7067584566
783	0.7066737109
784	0.706240512
785	0.7060686962
786	0.7059291908
787	0.7053268261
788	0.7050309106
789	0.7049778741
790	0.7044903221
791	0.7042508914
792	0.7042153892
793	0.7040325092
794	0.703587965
795	0.7029390113
796	0.7020082408
797	0.7016592451
798	0.7014370802
799	0.700886827
800	0.7005424488
801	0.7000124227
802	0.6995660025
803	0.6990279431
804	0.6989389589
805	0.6984888384
806	0.6982042163
807	0.6977959129
808	0.6975077139
809	0.6970053063
810	0.6965739243
811	0.6962634394
812	0.6961191389
813	0.6955556604
814	0.6950303134
815	0.694465761
816	0.6943774465
817	0.6939920654
818	0.6932450473
819	0.6929418714
820	0.6928722539
821	0.6922263242
822	0.6918534603
823	0.6912660477
824	0.6909667265
825	0.6908883121
826	0.69017659
827	0.689571404
828	0.688985054
829	0.6887043682
830	0.688115651
831	0.6880051521
832	0.6878836234
833	0.6875373389
834	0.6874549408
835	0.687340237
836	0.686988409
837	0.6866184533
838	0.6860412187
839	0.6859219809
840	0.6855098625
841	0.6846255151
842	0.6845420012
843	0.683990576
844	0.6835375304
845	0.6829031528
846	0.682679221
847	0.6823690001
848	0.6820009405
849	0.681450609
850	0.6808588401
851	0.680436861
852	0.6801711365
853	0.6800142672
854	0.6796963132
855	0.6789279942
856	0.6786912101
857	0.6782642074
858	0.6779262445
859	0.6773096908
860	0.6766477477
861	0.6764859357
862	0.6759381174
863	0.6753811807
864	0.6753417516
865	0.6750263579
866	0.6748213209
867	0.6742790062
868	0.6738948443
869	0.6733748924
870	0.6729822981
871	0.6724942759
872	0.6723139854
873	0.6716394617
874	0.6713707934
875	0.6708934424
876	0.6707144707
877	0.6705790477
878	0.6701721672
879	0.6700812399
880	0.6698668997
881	0.6692084957
882	0.6684962564
883	0.6680690662
884	0.6678936603
885	0.6673701076
886	0.6664612023
887	0.6659722772
888	0.6654100558
889	0.6651470403
890	0.6647182819
891	0.6646406496
892	0.6644774459
893	0.6642693216
894	0.6636719752
895	0.6635177563
896	0.6630280017
897	0.6629714219
898	0.6624812865
899	0.6621272314
900	0.6620553767
901	0.6617717525
902	0.6614710375
903	0.6611147004
904	0.6606510118
905	0.6602052358
906	0.6599707337
907	0.6598088366
908	0.6597330559
909	0.6593663184
910	0.6592202951
911	0.6591622981
912	0.6589656561
913	0.6587759149
914	0.6584418572
915	0.6581805382
916	0.6577764157
917	0.6576732405
918	0.6574645931
919	0.6571275024
920	0.6570305713
921	0.6565484646
922	0.6560490652
923	0.6559086505
924	0.6558912146
925	0.6557058769
926	0.655574089
927	0.6550489773
928	0.65485348
929	0.6545563363
930	0.6541721099
931	0.6536613266
932	0.6533792462
933	0.6529673609
934	0.6527746558
935	0.6524192342
936	0.6523390228
937	0.6522788819
938	0.6519651768
939	0.6519513326
940	0.6517227455
941	0.6515971287
942	0.6514364582
943	0.6510459349
944	0.6507479764
945	0.6504331497
946	0.6498598858
947	0.6490470913
948	0.6489867699
949	0.6486782035
950	0.6484473651
951	0.6480059357
952	0.6478982152
953	0.6471866818
954	0.6471504856
955	0.6467791973
956	0.6461837817
957	0.6461376686
958	0.6458415095
959	0.6456958097
960	0.6453054945
961	0.6448813833
962	0.6444138721
963	0.6442978492
964	0.6440288804
965	0.6437655209
966	0.6437046521
967	0.6435783988
968	0.6434988347
969	0.6434683201
970	0.6427233712
971	0.6423244284
972	0.642173943
973	0.6419604087
974	0.6419072777
975	0.6414410031
976	0.6413136225
977	0.6409757028
978	0.6406929812
979	0.6405599808
980	0.6402544753
981	0.6400357424
982	0.6396592168
983	0.6392410745
984	0.639118468
985	0.6390590675
986	0.6387489488
987	0.6385321455
988	0.6382504629
989	0.6380645828
990	0.6378719791
991	0.6378301367
992	0.6376721801
993	0.6372639888
994	0.6368945933
995	0.6362326577
996	0.6361506147
997	0.6358805555
998	0.6354499241
999	0.634951957
