iter	RMSE
324	0.9915009719
325	0.9907695325
326	0.9894125594
327	0.9883703415
328	0.9870069776
329	0.9862410295
330	0.9852230656
331	0.9843370119
332	0.9834007091
333	0.9826102106
334	0.9820213996
335	0.9805681154
336	0.9795327219
337	0.9785210414
338	0.9777445956
339	0.9762342232
340	0.9755406569
341	0.9748873261
342	0.9741903951
343	0.973007146
344	0.972309666
345	0.9711993863
346	0.9705950846
347	0.9698271718
348	0.9693636341
349	0.9688669695
350	0.9684847243
351	0.9673115259
352	0.9656075731
353	0.9650141083
354	0.9641359024
355	0.9629059901
356	0.9615688381
357	0.960693003
358	0.9594406824
359	0.958303546
360	0.9576175632
361	0.9555485106
362	0.9546195544
363	0.95330068
364	0.9516934595
365	0.9498759358
366	0.9493474111
367	0.9484958829
368	0.9479522774
369	0.947367519
370	0.9467433848
371	0.9448911543
372	0.9435198386
373	0.9417661758
374	0.9403879719
375	0.9398639316
376	0.9388961988
377	0.937238473
378	0.9362586347
379	0.9357276356
380	0.9348202399
381	0.9339177145
382	0.9333346344
383	0.9322581564
384	0.9311350304
385	0.9298614178
386	0.9289605852
387	0.9285602111
388	0.9279351031
389	0.926553436
390	0.9255997898
391	0.9251057492
392	0.9240494696
393	0.9232673498
394	0.9219840705
395	0.9210835987
396	0.9206219055
397	0.9199715047
398	0.9192238347
399	0.9178605737
400	0.9172089368
401	0.9168479268
402	0.9163662337
403	0.9155967276
404	0.9146574677
405	0.9141289047
406	0.9128534583
407	0.9111979841
408	0.9105108241
409	0.9097273475
410	0.9092051292
411	0.9088965469
412	0.9080576317
413	0.9072982311
414	0.9055321242
415	0.9044438014
416	0.9041653247
417	0.9028959869
418	0.9016440777
419	0.9007962857
420	0.8996992404
421	0.8987541843
422	0.8981766081
423	0.8976064253
424	0.8969145262
425	0.8961761976
426	0.8949895091
427	0.8940562026
428	0.893334461
429	0.8922821041
430	0.8915342884
431	0.8909745401
432	0.8899744923
433	0.8895408323
434	0.8882532594
435	0.8872181982
436	0.8857053542
437	0.8843549549
438	0.8838058717
439	0.8831397503
440	0.8828914382
441	0.8818495156
442	0.8805816399
443	0.8798583885
444	0.8794245899
445	0.8785645735
446	0.8779848698
447	0.8769608664
448	0.8765504724
449	0.8753860303
450	0.8749059313
451	0.8744309434
452	0.873843699
453	0.8732803955
454	0.872480747
455	0.8713367697
456	0.8705690678
457	0.8697831738
458	0.8687113154
459	0.8678813871
460	0.866973976
461	0.8657708846
462	0.8654243012
463	0.8651290306
464	0.8645083489
465	0.8639897787
466	0.8631802139
467	0.8621887724
468	0.8619512815
469	0.8614078114
470	0.8608770556
471	0.8602949285
472	0.859616125
473	0.8588476628
474	0.8583744541
475	0.8576277703
476	0.8570500829
477	0.8569665584
478	0.8563401852
479	0.8554727061
480	0.8547096106
481	0.8538334556
482	0.8531164198
483	0.8525167491
484	0.8518755245
485	0.8510883828
486	0.849822767
487	0.8485718995
488	0.8477531875
489	0.8470292161
490	0.8460239004
491	0.8450627518
492	0.8441907863
493	0.8429539872
494	0.842384505
495	0.8418236963
496	0.8415654065
497	0.8410292422
498	0.8403529765
499	0.8399054744
500	0.839022445
501	0.8380960643
502	0.8371226579
503	0.8366596849
504	0.83612874
505	0.8351143848
506	0.8341427761
507	0.83340034
508	0.8330839393
509	0.8323190603
510	0.8313834293
511	0.8308526184
512	0.8301537241
513	0.8292544457
514	0.8283025907
515	0.8276615044
516	0.8269895906
517	0.8264609791
518	0.8260410176
519	0.8255280981
520	0.8245208893
521	0.8237737955
522	0.822947292
523	0.8227833974
524	0.821833493
525	0.8215251272
526	0.8203907538
527	0.8197474479
528	0.8187078539
529	0.8178876048
530	0.8176054732
531	0.817230479
532	0.8165934879
533	0.8156646105
534	0.8151538711
535	0.8142379764
536	0.8135615872
537	0.8128112341
538	0.8121040665
539	0.8111806977
540	0.81067919
541	0.8101607431
542	0.8096466763
543	0.8093220464
544	0.8088469511
545	0.8084051655
546	0.807746768
547	0.807269979
548	0.8066865191
549	0.8064713094
550	0.8060645014
551	0.805093208
552	0.8045128531
553	0.8040091486
554	0.803798017
555	0.803141783
556	0.8027267406
557	0.8020886572
558	0.8012253717
559	0.8005874303
560	0.7995895639
561	0.7990361734
562	0.797860639
563	0.7969943802
564	0.7964437318
565	0.7958120465
566	0.7954328195
567	0.7951592041
568	0.7944515894
569	0.7939369376
570	0.7934676225
571	0.7929980961
572	0.7926767459
573	0.7922766818
574	0.791279485
575	0.7904368561
576	0.7896300454
577	0.789107105
578	0.788881075
579	0.7881364005
580	0.7880662144
581	0.7874423818
582	0.7868717222
583	0.7863764801
584	0.7859692162
585	0.7854669457
586	0.7848759469
587	0.7839551514
588	0.7834256609
589	0.7828469964
590	0.782219562
591	0.7817140918
592	0.781379118
593	0.7807825801
594	0.7800531073
595	0.7794116956
596	0.778873109
597	0.777999392
598	0.7776242703
599	0.7772052639
600	0.7769449876
601	0.7763307593
602	0.775575773
603	0.7749310384
604	0.7741396185
605	0.7734471481
606	0.7726360694
607	0.7722691375
608	0.7718538426
609	0.7710059857
610	0.7705679031
611	0.7700912489
612	0.7695800441
613	0.7692737718
614	0.7688850674
615	0.7684970421
616	0.7683610286
617	0.7677604526
618	0.7667059136
619	0.7663498165
620	0.7656312772
621	0.7649961085
622	0.7645247164
623	0.7641263218
624	0.7637352213
625	0.7632618511
626	0.762914619
627	0.7625806618
628	0.7621415388
629	0.761991606
630	0.7612914589
631	0.760459281
632	0.7600159451
633	0.7599237536
634	0.7591717853
635	0.7587187748
636	0.7583581388
637	0.7583165433
638	0.757490697
639	0.7569611276
640	0.7563872851
641	0.7559153896
642	0.7552947193
643	0.7548899631
644	0.7545456167
645	0.754277926
646	0.7536060448
647	0.7528580904
648	0.7519343709
649	0.7518202851
650	0.7514635948
651	0.7504223111
652	0.7499051751
653	0.7493244367
654	0.7488015153
655	0.7481387082
656	0.7478153782
657	0.7470165408
658	0.7466673878
659	0.7457726793
660	0.745280401
661	0.7443160413
662	0.7437033597
663	0.7425463395
664	0.7423946434
665	0.7419997627
666	0.7415039271
667	0.7408247468
668	0.7403589883
669	0.7400714894
670	0.7393494917
671	0.7389368629
672	0.7388949503
673	0.7385692357
674	0.7379405407
675	0.7375502309
676	0.7371308149
677	0.7365968959
678	0.7364044773
679	0.7354714774
680	0.7351999125
681	0.7344060976
682	0.7343460529
683	0.734065365
684	0.7335729517
685	0.7334319167
686	0.7330027153
687	0.7322250878
688	0.7321830049
689	0.731900255
690	0.731256326
691	0.7308403619
692	0.7307049527
693	0.7296478125
694	0.7294667066
695	0.7291067624
696	0.7287147275
697	0.7279938861
698	0.7274865517
699	0.7264561318
700	0.7259592777
701	0.7252607312
702	0.7247513302
703	0.72445582
704	0.7234770981
705	0.7231124112
706	0.7226663688
707	0.7224904192
708	0.7220207603
709	0.7213813449
710	0.7210834012
711	0.7206430837
712	0.7204120992
713	0.71965058
714	0.7190643389
715	0.7189194909
716	0.7185143287
717	0.7178849217
718	0.7176493238
719	0.7173545942
720	0.7169807275
721	0.7164189391
722	0.7161093598
723	0.7157824763
724	0.7151286625
725	0.7146345018
726	0.7141702074
727	0.7136185951
728	0.7132004862
729	0.712922761
730	0.7128498578
731	0.7125370094
732	0.7120556175
733	0.7114781508
734	0.7109342194
735	0.710634464
736	0.7099793815
737	0.7094757717
738	0.7088475502
739	0.7084076459
740	0.7083520514
741	0.7080373337
742	0.707426277
743	0.7068936121
744	0.7062318548
745	0.7061482365
746	0.7054881192
747	0.7051463753
748	0.7043717577
749	0.7034464879
750	0.7029890954
751	0.7027200219
752	0.7023566152
753	0.7014763183
754	0.7009956434
755	0.7004850526
756	0.7001451262
757	0.69974555
758	0.6990623917
759	0.6985317028
760	0.6980172057
761	0.697864501
762	0.6972929888
763	0.696914609
764	0.6966498629
765	0.6962773762
766	0.6955787735
767	0.6950205455
768	0.6943592398
769	0.6941535561
770	0.6939406704
771	0.693377638
772	0.6929452965
773	0.6923886972
774	0.6917358139
775	0.6911560416
776	0.690707019
777	0.690113484
778	0.690053741
779	0.6898766865
780	0.6896701879
781	0.6889167117
782	0.688510271
783	0.6881090392
784	0.6875648271
785	0.687316923
786	0.6866411617
787	0.6860346624
788	0.6852422536
789	0.6844252871
790	0.6839620497
791	0.6839066921
792	0.6833287138
793	0.6828313123
794	0.6821880299
795	0.6819418719
796	0.6813347546
797	0.6809848815
798	0.6809037192
799	0.6806664931
800	0.6804278516
801	0.6798381377
802	0.6796885443
803	0.6791288207
804	0.6785774696
805	0.6782056401
806	0.6777494366
807	0.6772180714
808	0.6769554627
809	0.6764402197
810	0.6757827401
811	0.6753659662
812	0.6746994794
813	0.6737440456
814	0.6736294647
815	0.673367681
816	0.6728968518
817	0.6727872921
818	0.6723264999
819	0.6721068217
820	0.671840363
821	0.6714171943
822	0.6710609777
823	0.6704815907
824	0.6699407332
825	0.669562877
826	0.6690861002
827	0.6685686783
828	0.6682140489
829	0.6678750948
830	0.6674948748
831	0.6674552851
832	0.6672563119
833	0.6668693901
834	0.6665563864
835	0.6659333283
836	0.6653575949
837	0.6646213725
838	0.6639559066
839	0.6634810768
840	0.6630795517
841	0.662661038
842	0.6622640341
843	0.6616814952
844	0.6615106351
845	0.6611984328
846	0.6607445263
847	0.6604442237
848	0.6599037868
849	0.6594177256
850	0.6591572074
851	0.6591351734
852	0.6588370979
853	0.6583836795
854	0.6577977102
855	0.6577628517
856	0.657557145
857	0.6569434257
858	0.6562421288
859	0.655888523
860	0.6558395255
861	0.6556409216
862	0.6550986335
863	0.6548532689
864	0.6547908886
865	0.6544140756
866	0.6541029404
867	0.6537151397
868	0.6535230955
869	0.6528708275
870	0.6522483611
871	0.6519021488
872	0.6513793455
873	0.6507415257
874	0.6503211885
875	0.649835943
876	0.6492961758
877	0.6492592965
878	0.6491260631
879	0.6483251477
880	0.6480010414
881	0.6476780905
882	0.6468138042
883	0.6465862243
884	0.6464034784
885	0.6463296137
886	0.6462785016
887	0.6461725327
888	0.6457009691
889	0.6454210299
890	0.6452075105
891	0.6450932078
892	0.6447919835
893	0.6446345371
894	0.6445143381
895	0.6438921833
896	0.643543153
897	0.6428611725
898	0.6427545042
899	0.6427032336
900	0.6426586453
901	0.6422870974
902	0.6420553517
903	0.6417777849
904	0.6413267783
905	0.6406829506
906	0.6405656658
907	0.6403454053
908	0.6398944772
909	0.6394333758
910	0.6392279784
911	0.6385568195
912	0.6383700468
913	0.6380011535
914	0.6376503979
915	0.637089228
916	0.6368168133
917	0.6365431189
918	0.6359456298
919	0.6356585573
920	0.6355247573
921	0.6351042503
922	0.6346579431
923	0.6341590514
924	0.6341449044
925	0.6336459346
926	0.6330187709
927	0.6327593119
928	0.6322011686
929	0.631538959
930	0.6309623424
931	0.6309150329
932	0.6302689277
933	0.6297402332
934	0.6291206378
935	0.6288479002
936	0.6286149037
937	0.62833449
938	0.6282753254
939	0.627510533
940	0.6271127644
941	0.6264122636
942	0.6259723897
943	0.6256764342
944	0.6250848011
945	0.6246118599
946	0.6241079915
947	0.6237414542
948	0.6234854267
949	0.622949301
950	0.6227160386
951	0.6224725372
952	0.6221850635
953	0.6220259198
954	0.6219122706
955	0.6212647037
956	0.6207074741
957	0.6203639497
958	0.6202277807
959	0.6200005129
960	0.6198137632
961	0.619680684
962	0.6193666763
963	0.6191905513
964	0.6186432309
965	0.6180674013
966	0.6177239474
967	0.6175176609
968	0.6170138867
969	0.6165320907
970	0.6160626915
971	0.6156924284
972	0.615087433
973	0.6147536088
974	0.6147358763
975	0.6143691978
976	0.614093906
977	0.6136417918
978	0.6131704119
979	0.6124760074
980	0.6120722017
981	0.6113967281
982	0.6111134897
983	0.6109781416
984	0.6107292134
985	0.610390765
986	0.6101293373
987	0.6100477561
988	0.6096386228
989	0.6091446695
990	0.6087131271
991	0.6083875817
992	0.6079771905
993	0.6075999513
994	0.6074944278
995	0.6069937624
996	0.6069015276
997	0.6068651787
998	0.6067576374
999	0.6063672364
